account_id,pagerank,in_degree,out_degree,avg_velocity_1h,avg_velocity_24h,max_velocity_1h,txn_count,avg_amount,is_mule,vpa
ACC02687,0.000264,10,7,1.0,1.0,1,7,937.3986,0,hemangini.balakrishnan269@okhdfcbank
ACC02688,0.000159,11,12,1.0,1.0833,1,12,2014.9675,0,upadhriti.narayanan694@oksbi
ACC02689,0.000103,11,11,1.0,1.1818,1,11,2877.6318,0,kiaan.goswami807@okhdfcbank
ACC02690,0.000106,8,10,1.1,1.2,2,10,2413.828,0,kabir.krishnamurthy313@ibl
ACC02691,0.000165,9,14,1.0,1.1429,1,14,856.0386,0,inaya.thaker829@ybl
ACC02692,0.000102,7,15,1.0,1.1333,1,15,1636.096,0,qarin.bumb819@upi
ACC02693,0.00018,13,10,1.0,1.1,1,10,1050.062,0,ayaan.dhar148@oksbi
ACC02694,0.000225,13,8,1.0,1.125,1,8,931.2388,0,yahvi.soman546@upi
ACC02695,0.000117,7,10,1.0,1.0,1,10,689.473,0,triveni.bhat614@upi
ACC02696,0.000345,10,13,1.0,1.0769,1,13,913.9377,0,aarna.dasgupta782@okaxis
ACC02697,0.000144,7,15,1.0,1.2667,1,15,1619.8827,0,vrinda.sant809@oksbi
ACC02698,0.00037,12,12,1.0833,1.1667,2,12,547.7017,0,chatresh.parsa55@paytm
ACC02699,0.00018,9,11,1.0,1.0909,1,11,1506.7436,0,yadavi.agrawal521@ibl
ACC02700,9.5e-05,9,10,1.0,1.1,1,10,1120.431,0,ekbal.raval84@ibl
ACC02701,0.000149,8,10,1.0,1.1,1,10,815.45,0,yashica.krish172@kotak
ACC02702,0.00019,10,18,1.0,1.1667,1,18,1759.8761,0,nitesh.das904@kotak
ACC02703,0.000152,11,10,1.0,1.2,1,10,2577.085,0,gaurav.dhillon532@ibl
ACC02704,6.8e-05,5,8,1.0,1.125,1,8,910.5425,0,yoshita.sen730@ybl
ACC02705,7.9e-05,6,7,1.0,1.0,1,7,1227.41,0,charvi.balan495@ibl
ACC02706,0.000228,9,7,1.0,1.0,1,7,4489.5329,0,yagnesh.mane596@upi
ACC02707,0.000137,12,9,1.0,1.0,1,9,734.1378,0,chanakya.varma38@okaxis
ACC02708,9.5e-05,3,18,1.0,1.1111,1,18,1424.16,0,jackson.dave463@okaxis
ACC02709,0.000108,10,11,1.0,1.0909,1,11,714.0209,0,bimala.kurian314@upi
ACC02710,0.000215,9,11,1.0,1.1818,1,11,1615.2727,0,logan.bassi161@ybl
ACC02711,0.000336,15,13,1.0,1.0769,1,13,1416.8746,0,chasmum.bajaj87@oksbi
ACC02712,0.000345,13,11,1.0,1.0909,1,11,1830.04,0,rachit.bhardwaj456@kotak
ACC02713,0.000152,9,7,1.0,1.1429,1,7,887.1057,0,ganga.prasad598@okicici
ACC02714,0.00028,8,9,1.0,1.1111,1,9,1363.4,0,jyoti.uppal637@ybl
ACC02715,0.000278,15,10,1.0,1.0,1,10,2196.123,0,hiral.agrawal479@upi
ACC02716,0.000272,12,7,1.0,1.0,1,7,1003.2729,0,edhitha.dey824@ibl
ACC02717,0.000123,8,11,1.0,1.0909,1,11,970.0073,0,harish.deo392@okicici
ACC02718,7.2e-05,5,6,1.0,1.1667,1,6,3847.7467,0,pratyush.raval240@paytm
ACC02719,0.000221,11,8,1.0,1.0,1,8,813.0388,0,ikshita.kuruvilla924@okhdfcbank
ACC02720,0.000283,11,8,1.0,1.125,1,8,1599.9338,0,yashvi.ben514@kotak
ACC02721,0.000263,5,9,1.0,1.0,1,9,1464.9311,0,jhalak.dar81@paytm
ACC02722,0.000173,9,11,1.0,1.0909,1,11,3109.4391,0,advaith.raj122@okhdfcbank
ACC02723,0.000134,11,10,1.0,1.1,1,10,1687.057,0,sai.sarma560@okaxis
ACC02724,0.000148,11,12,1.0,1.1538,1,13,821.74,0,jairaj.om692@ybl
ACC02725,0.000143,11,11,1.0,1.1818,1,11,1350.1691,0,pavani.barad764@paytm
ACC02726,0.000367,14,12,1.0,1.0833,1,12,2206.885,0,vrishti.varughese619@oksbi
ACC02727,0.000202,11,7,1.0,1.0,1,7,678.6929,0,abhiram.pandya9@paytm
ACC02728,9.6e-05,10,12,1.0,1.1667,1,12,1723.8667,0,advay.sarin355@upi
ACC02729,0.000207,8,13,1.0769,1.2308,2,13,3298.0085,0,jalsa.grover594@okicici
ACC02730,0.000132,6,10,1.0,1.2,1,10,420.475,0,yash.balasubramanian525@oksbi
ACC02731,0.000178,9,11,1.0,1.0909,1,11,1098.2555,0,kamya.hayer233@okaxis
ACC02732,0.000382,13,4,1.0,1.0,1,4,840.785,0,harinakshi.rege529@kotak
ACC02733,0.000208,6,14,1.0,1.1429,1,14,1359.2636,0,eesha.dora834@ibl
ACC02734,5.2e-05,3,10,1.0,1.2,1,10,1825.446,0,gavin.bajwa88@ybl
ACC02735,0.000252,15,13,1.0,1.0,1,13,2578.3531,0,charles.bora789@upi
ACC02736,0.00016,7,11,1.0,1.2727,1,11,931.0264,0,gaurangi.muni461@kotak
ACC02737,0.000174,12,12,1.0,1.0833,1,12,732.6958,0,oviya.verma143@oksbi
ACC02738,0.000167,8,5,1.0,1.0,1,5,930.858,0,ira.chana10@ibl
ACC02739,6.5e-05,3,16,1.0,1.375,1,16,540.4975,0,kamya.palan231@upi
ACC02740,0.000234,14,6,1.0,1.0,1,6,1084.0467,0,samar.narang771@upi
ACC02741,0.0002,11,13,1.0,1.0,1,13,620.52,0,veer.dash334@okicici
ACC02742,0.000168,10,4,1.0,1.0,1,4,431.5275,0,anay.khurana33@oksbi
ACC02743,0.000198,12,12,1.0,1.0,1,12,1258.1475,0,irya.lala582@upi
ACC02744,0.000174,11,9,1.1111,1.4444,2,9,1755.8111,0,warhi.mallick972@upi
ACC02745,0.000316,13,7,1.0,1.0,1,7,3307.1914,0,gautam.chawla396@okaxis
ACC02746,0.000182,9,12,1.0,1.0833,1,12,879.1108,0,damyanti.luthra337@ibl
ACC02747,0.000131,8,7,7.0,7.0,7,7,1294.0843,0,rachana.contractor176@okhdfcbank
ACC02748,0.000133,8,11,1.0,1.0,1,11,1107.3964,0,nidra.chada33@ibl
ACC02749,0.000115,6,14,1.0,1.1429,1,14,1128.9736,0,bhanumati.chakraborty204@okhdfcbank
ACC02750,0.000284,9,9,1.0,1.1111,1,9,1853.4667,0,ayushman.andra211@okaxis
ACC02751,0.000183,12,14,1.0,1.2857,1,14,1206.1586,0,aahana.naidu537@okhdfcbank
ACC02752,5.4e-05,4,11,1.0,1.1818,1,11,1830.4764,0,chakradhar.mangal378@kotak
ACC02753,0.000411,17,7,1.0,1.1429,1,7,1819.9414,0,tarak.amble335@upi
ACC02754,0.000157,7,7,1.0,1.0,1,7,511.1271,0,david.purohit114@oksbi
ACC02755,0.000331,14,10,1.0,1.0,1,10,1329.208,0,patrick.bhatia490@okhdfcbank
ACC02756,0.000284,12,7,1.0,1.0,1,7,1055.0157,0,naveen.bawa212@oksbi
ACC02757,7.2e-05,7,10,1.0,1.1,1,10,1312.952,0,anamika.patil443@ibl
ACC02758,0.000193,13,8,1.0,1.0,1,8,2462.4662,0,vrishti.kalla589@paytm
ACC02759,0.000135,9,11,1.0,1.0909,1,11,2137.3755,0,jalsa.kant515@ibl
ACC02760,0.000195,5,5,1.0,1.0,1,5,1107.086,0,ria.nori8@oksbi
ACC02761,0.000114,7,12,1.0,1.1667,1,12,944.3792,0,eshana.bhavsar845@upi
ACC02762,0.000321,9,9,1.0,1.2222,1,9,1446.7244,0,gautam.pradhan253@kotak
ACC02763,0.000181,6,10,1.0,1.0,1,10,593.895,0,urishilla.dixit901@ibl
ACC02764,0.000123,8,10,1.0,1.1,1,10,813.06,0,harini.gade590@okicici
ACC02765,0.000242,15,6,1.0,1.0,1,6,440.2283,0,barkha.anand662@ibl
ACC02766,0.000115,8,9,1.0,1.1111,1,9,1022.8633,0,gaurav.nigam863@paytm
ACC02767,8.6e-05,8,12,1.0,1.0833,1,12,3330.32,0,bina.pillai844@oksbi
ACC02768,0.000421,10,8,1.0,1.0,1,8,1888.1475,0,chakradev.saxena184@upi
ACC02769,0.000129,9,11,1.0,1.0909,1,11,2011.1336,0,bimala.sami933@oksbi
ACC02770,0.000121,5,9,1.0,1.1111,1,9,1493.9344,0,warinder.rajan403@okicici
ACC02771,0.000135,6,6,1.0,1.0,1,6,3530.965,0,yashoda.bora162@paytm
ACC02772,0.000271,10,8,1.0,1.375,1,8,1450.105,0,udarsh.bobal683@okhdfcbank
ACC02773,0.000171,11,13,1.0,1.0769,1,13,1017.3362,0,saumya.tara422@kotak
ACC02774,0.000138,10,13,13.0,13.0,13,13,1082.7,0,niharika.madan79@okhdfcbank
ACC02775,0.000131,11,8,1.0,1.0,1,8,666.365,0,logan.subramaniam799@ybl
ACC02776,0.000169,10,14,1.0,1.0714,1,14,815.7929,0,bishakha.bains169@paytm
ACC02777,0.000176,11,7,1.0,1.0,1,7,1185.6157,0,ubika.raghavan46@ibl
ACC02778,0.000286,11,8,1.0,1.25,1,8,1052.6538,0,aadhya.mane655@ibl
ACC02779,0.000172,11,14,1.0,1.1429,1,14,1163.3179,0,tanveer.comar764@upi
ACC02780,0.000225,10,11,1.0,1.0909,1,11,924.3682,0,chandran.prashad39@okicici
ACC02781,9.2e-05,8,13,1.0,1.1538,1,13,1365.7238,0,tara.mani727@oksbi
ACC02782,0.000159,10,13,1.0,1.1538,1,13,2334.9085,0,inaya.dara767@ibl
ACC02783,0.000151,13,14,1.0,1.1429,1,14,1347.7036,0,nidra.dube70@okhdfcbank
ACC02784,8.7e-05,5,8,1.0,1.125,1,8,679.1062,0,ladli.koshy249@ibl
ACC02785,0.000228,13,9,1.0,1.1111,1,9,1849.8756,0,wridesh.kara841@paytm
ACC02786,0.00022,13,15,1.0,1.2,1,15,2382.226,0,odika.salvi859@okicici
ACC02787,0.000319,14,11,1.0,1.1818,1,11,913.8536,0,reyansh.ram182@paytm
ACC02788,0.000265,12,10,1.0,1.0,1,10,682.215,0,garima.joshi760@upi
ACC02789,8.2e-05,7,10,1.0,1.2,1,10,1181.495,0,nidra.bedi688@okicici
ACC02790,0.000251,12,13,1.0,1.1538,1,13,1116.9369,0,nidhi.bora452@ybl
ACC02791,6.2e-05,5,6,1.0,1.0,1,6,692.4633,0,garima.khalsa732@okicici
ACC02792,0.000339,12,4,1.0,1.0,1,4,780.11,0,sathvik.parikh453@okicici
ACC02793,0.00026,12,10,1.0,1.1,1,10,1564.842,0,inaya.chand679@okhdfcbank
ACC02794,0.000193,11,6,1.0,1.0,1,6,1137.8433,0,pushti.narasimhan316@ibl
ACC02795,0.000193,8,6,1.0,1.0,1,6,550.29,0,frado.reddy5@okicici
ACC02796,6.3e-05,8,12,1.0,1.0833,1,12,878.1833,0,jagdish.sawhney207@okaxis
ACC02797,0.000138,8,7,1.0,1.0,1,7,1295.36,0,bahadurjit.keer205@okhdfcbank
ACC02798,0.000114,7,15,1.0,1.0667,1,15,1315.53,0,nikita.rastogi29@okicici
ACC02799,0.000241,11,6,1.0,1.1667,1,6,1001.6767,0,balendra.lalla197@okhdfcbank
ACC02800,0.000223,15,10,1.0,1.3,1,10,1307.513,0,lavanya.gulati817@oksbi
ACC02801,0.000146,10,13,1.0,1.1538,1,13,2238.3715,0,aradhana.bandi426@kotak
ACC02802,0.000113,12,11,1.0,1.0909,1,11,1252.8818,0,hitesh.chahal335@ybl
ACC02803,0.00017,9,7,1.0,1.4286,1,7,905.5343,0,eshana.misra195@okaxis
ACC02804,0.000219,12,11,1.0,1.0909,1,11,697.3036,0,vincent.sanghvi962@upi
ACC02805,8.3e-05,6,8,1.0,1.125,1,8,1623.955,0,hemangini.aurora219@okhdfcbank
ACC02806,0.000112,11,12,1.0,1.0833,1,12,1219.3742,0,rachana.keer178@okicici
ACC02807,0.000215,9,16,1.0,1.1875,1,16,1002.9962,0,maanav.anne324@okicici
ACC02808,0.000244,12,15,1.0,1.2,1,15,1444.4867,0,pushti.rajan470@okaxis
ACC02809,6.7e-05,4,10,1.0,1.0,1,10,708.396,0,naveen.de835@paytm
ACC02810,0.000237,7,11,11.0,11.0,11,11,1529.4382,0,gaurika.ghose45@okhdfcbank
ACC02811,0.000108,10,22,1.0,1.2727,1,22,1254.7523,0,girish.kibe309@ibl
ACC02812,0.000166,9,10,1.0,1.1,1,10,1339.186,0,anjali.ratti550@oksbi
ACC02813,0.000179,12,13,1.0,1.1538,1,13,902.5392,0,charles.soni615@ybl
ACC02814,0.000171,7,7,1.0,1.1429,1,7,607.05,0,vansha.borra947@oksbi
ACC02815,0.000177,10,12,1.0,1.25,1,12,1942.4408,0,omisha.char651@ybl
ACC02816,0.00031,11,10,1.0,1.1,1,10,2649.052,0,anirudh.srinivasan344@okicici
ACC02817,0.000307,8,4,1.0,1.0,1,4,901.5025,0,ryan.dash460@upi
ACC02818,0.000282,8,10,1.0,1.0,1,10,2479.141,0,ekta.deshpande760@okaxis
ACC02819,0.000218,15,6,1.0,1.1667,1,6,3173.8367,0,nitara.natt722@okicici
ACC02820,0.000149,8,11,1.0,1.1818,1,11,1173.0773,0,dalaja.yadav632@okhdfcbank
ACC02821,0.000213,15,9,1.0,1.0,1,9,2931.04,0,saanvi.shan756@upi
ACC02822,8.3e-05,5,11,1.0,1.1818,1,11,540.6291,0,vamakshi.batta82@okicici
ACC02823,0.000109,9,8,1.0,1.125,1,8,558.8162,0,bakhshi.viswanathan511@paytm
ACC02824,0.000129,10,12,1.0,1.0,1,12,1164.1833,0,timothy.hayer385@okaxis
ACC02825,5.6e-05,9,5,1.0,1.0,1,5,859.978,0,siddharth.kari946@ibl
ACC02826,0.000181,13,11,1.0,1.0909,1,11,1463.4218,0,ethan.choudhary285@ybl
ACC02827,0.000316,12,9,1.0,1.0,1,9,2145.66,0,krishna.thakur811@upi
ACC02828,0.000216,11,10,1.0,1.0,1,10,573.638,0,upasna.kala25@okaxis
ACC02829,0.000126,8,10,1.0,1.1,1,10,752.963,0,manbir.bhakta249@okaxis
ACC02830,9.1e-05,6,9,1.0,1.1111,1,9,598.5967,0,pooja.toor929@okaxis
ACC02831,0.000154,7,12,1.0,1.25,1,12,1806.375,0,nimrat.dass894@upi
ACC02832,0.00019,7,8,1.0,1.125,1,8,1554.9662,0,dalbir.palla188@ibl
ACC02833,0.000181,7,9,1.0,1.2222,1,9,1432.7944,0,laban.chawla891@ibl
ACC02834,0.000211,11,11,1.0,1.0,1,11,1380.6373,0,jai.mannan54@oksbi
ACC02835,0.000163,13,11,1.0,1.0909,1,11,573.2227,0,ayush.handa94@oksbi
ACC02836,0.000157,6,12,1.0,1.0833,1,12,1477.0767,0,arin.sabharwal852@okaxis
ACC02837,0.000116,5,8,1.0,1.0,1,8,1200.8425,0,kiaan.dora81@upi
ACC02838,0.000138,13,8,1.0,1.375,1,8,2233.7238,0,udyati.thakur169@okaxis
ACC02839,0.000149,9,15,1.0,1.0667,1,15,755.294,0,lakshmi.yogi181@okaxis
ACC02840,0.000232,10,12,1.0,1.25,1,12,4044.1075,0,chakradev.mistry591@ibl
ACC02841,0.000302,8,12,1.0,1.0833,1,12,2374.0533,0,abha.kannan884@ibl
ACC02842,9.7e-05,7,10,1.0,1.3,1,10,893.434,0,indrajit.kumer408@upi
ACC02843,0.000109,6,8,1.0,1.0,1,8,742.3438,0,omaja.baral452@upi
ACC02844,0.000255,11,9,1.0,1.1111,1,9,1396.5811,0,yashvi.deep753@upi
ACC02845,0.000105,7,11,1.0,1.0,1,11,1221.3645,0,utkarsh.sachar977@ibl
ACC02846,0.000234,8,11,1.0909,1.1818,2,11,2798.0309,0,brijesh.nadig391@upi
ACC02847,0.000109,8,15,1.0667,1.2667,2,15,1719.8287,0,kamya.sani929@paytm
ACC02848,7.3e-05,5,12,1.0833,1.1667,2,12,1697.74,0,chandresh.keer157@kotak
ACC02849,0.000139,6,6,1.0,1.0,1,6,923.6717,0,andrew.devan390@ibl
ACC02850,9.8e-05,5,6,1.0,1.0,1,6,1483.7633,0,upma.hans291@upi
ACC02851,7.9e-05,6,16,1.0,1.25,1,16,1149.7162,0,zaitra.khanna493@okhdfcbank
ACC02852,7.9e-05,4,10,1.0,1.0,1,10,564.262,0,jagrati.ahluwalia733@ibl
ACC02853,0.000354,13,17,1.0,1.3529,1,17,2153.7229,0,xavier.bahri939@okaxis
ACC02854,0.000135,6,11,1.0,1.1818,1,11,2298.0527,0,oni.raghavan883@kotak
ACC02855,9.8e-05,8,7,1.0,1.2857,1,7,496.96,0,alka.mammen415@upi
ACC02856,0.00015,11,6,1.0,1.0,1,6,1027.9467,0,pranit.chowdhury383@upi
ACC02857,0.000152,11,13,1.0,1.1538,1,13,1332.2338,0,rachana.iyer657@okhdfcbank
ACC02858,0.000189,10,11,1.0,1.0909,1,11,711.1091,0,tanish.venkataraman944@okhdfcbank
ACC02859,0.000134,8,6,1.0,1.0,1,6,2879.225,0,qasim.sarin167@okaxis
ACC02860,0.00021,5,14,1.0,1.0,1,14,841.9014,0,ekiya.swaminathan790@ybl
ACC02861,0.000157,12,7,1.1429,1.1429,2,7,1266.1471,0,jagvi.wali501@ybl
ACC02862,0.000151,5,16,1.0,1.1875,1,16,1984.1581,0,andrew.nayak395@upi
ACC02863,9.5e-05,9,6,1.0,1.1667,1,6,1295.1567,0,shivani.bera490@okicici
ACC02864,0.000145,11,14,1.0,1.1429,1,14,874.0229,0,nihal.lanka724@okicici
ACC02865,8.4e-05,10,15,1.0,1.2,1,15,1675.876,0,ekansh.bumb620@ibl
ACC02866,0.000234,9,6,1.0,1.1667,1,6,528.06,0,udarsh.thakur254@oksbi
ACC02867,5.5e-05,5,7,1.0,1.1429,1,7,3381.4929,0,ekani.kapadia790@okhdfcbank
ACC02868,0.000105,5,10,1.0,1.2,1,10,971.804,0,xavier.sarna724@okhdfcbank
ACC02869,0.000437,15,17,1.0588,1.1765,2,17,668.5941,0,aashi.bains898@upi
ACC02870,0.000117,7,8,1.0,1.0,1,8,975.9362,0,andrew.salvi438@paytm
ACC02871,0.000278,12,10,1.0,1.3,1,10,677.577,0,chatura.keer991@kotak
ACC02872,0.000175,7,7,1.0,1.0,1,7,2129.8271,0,timothy.balan316@upi
ACC02873,7.9e-05,4,8,1.0,1.125,1,8,1466.1562,0,anya.chander652@ybl
ACC02874,0.000226,10,6,1.0,1.0,1,6,841.765,0,charita.koshy767@okaxis
ACC02875,0.000105,9,7,1.0,1.0,1,7,824.0157,0,abha.khatri316@okicici
ACC02876,0.000158,14,6,1.0,1.1667,1,6,605.2683,0,ayush.nadig504@okicici
ACC02877,7.1e-05,5,12,1.0,1.0,1,12,2088.6508,0,wridesh.menon793@upi
ACC02878,0.000225,16,11,1.0,1.0,1,11,1198.7855,0,mugdha.luthra671@paytm
ACC02879,6.3e-05,6,11,1.0,1.0,1,11,820.58,0,nathaniel.sen181@ybl
ACC02880,0.000152,18,10,1.0,1.0,1,10,1545.281,0,nandini.sood138@okaxis
ACC02881,0.000105,12,10,1.0,1.1,1,10,858.146,0,devansh.divan515@okhdfcbank
ACC02882,9e-05,11,3,1.0,1.0,1,3,779.5867,0,balhaar.raman834@okaxis
ACC02883,0.000127,8,10,1.0,1.2,1,10,1051.319,0,rajata.dass61@oksbi
ACC02884,0.000178,14,5,1.0,1.0,1,5,1761.576,0,sara.mahajan924@upi
ACC02885,0.000144,6,11,1.0,1.0909,1,11,2499.0364,0,brijesh.pradhan935@okhdfcbank
ACC02886,0.000322,12,14,1.0,1.2143,1,14,838.075,0,janya.thakur301@okhdfcbank
ACC02887,0.000216,9,18,1.0,1.3333,1,18,810.47,0,rohan.borde284@okhdfcbank
ACC02888,0.000217,10,8,1.0,1.0,1,8,593.8238,0,lila.patla600@okaxis
ACC02889,0.000165,10,8,1.0,1.0,1,8,1004.9512,0,kamala.rout689@okhdfcbank
ACC02890,0.000175,7,9,1.1111,1.1111,2,9,1286.5867,0,maanas.sawhney273@okicici
ACC02891,0.000125,7,16,1.0,1.0625,1,16,891.9512,0,shravya.memon43@okhdfcbank
ACC02892,0.000172,12,11,1.0,1.1818,1,11,5448.2782,0,wazir.gill811@okicici
ACC02893,0.000266,15,11,1.0,1.0,1,11,771.0582,0,chaitanya.khatri533@paytm
ACC02894,0.000189,8,15,1.0,1.0667,1,15,1436.1487,0,ethan.mani776@ybl
ACC02895,0.000424,17,4,1.0,1.0,1,4,1261.4075,0,nisha.desai345@ybl
ACC02896,0.000271,13,11,1.0,1.0,1,11,854.1355,0,atharv.issac837@okaxis
ACC02897,0.000157,10,8,1.0,1.0,1,8,1906.655,0,watika.thaker409@upi
ACC02898,0.000206,8,14,1.0714,1.2857,2,14,1239.3929,0,bhavani.mukhopadhyay999@ybl
ACC02899,0.000198,8,18,1.0,1.0556,1,18,1129.1017,0,lavanya.baral103@okicici
ACC02900,0.000149,10,13,1.0,1.0769,1,13,1666.5369,0,pahal.dubey716@upi
ACC02901,7.2e-05,4,14,1.0,1.0714,1,14,1096.4464,0,jack.thakur617@okhdfcbank
ACC02902,0.000132,11,11,1.0,1.1818,1,11,437.7364,0,logan.upadhyay974@okaxis
ACC02903,0.000185,9,9,1.0,1.1111,1,9,1124.0011,0,chakradev.deshpande634@ibl
ACC02904,9.9e-05,6,6,1.0,1.1667,1,6,543.1117,0,warhi.sachar677@okaxis
ACC02905,0.000165,9,7,1.0,1.0,1,7,1661.7057,0,aadhya.baral981@ybl
ACC02906,0.000266,14,16,1.0,1.1875,1,16,1677.7781,0,maanas.rana369@okicici
ACC02907,0.000326,7,8,1.0,1.0,1,8,325.53,0,lajita.narasimhan455@okaxis
ACC02908,0.000385,9,11,1.0,1.0,1,11,1396.5618,0,urvi.acharya410@okhdfcbank
ACC02909,0.000332,8,16,1.0,1.25,1,16,1644.4606,0,ishaan.loke962@ibl
ACC02910,0.000111,11,10,1.0,1.0,1,10,1470.774,0,eesha.chokshi395@paytm
ACC02911,0.000256,9,8,1.0,1.125,1,8,1188.3688,0,lavanya.mutti730@oksbi
ACC02912,0.000108,5,12,1.0,1.1667,1,12,1202.3708,0,vihaan.sandal586@kotak
ACC02913,0.000198,8,6,1.0,1.1667,1,6,1630.2633,0,joshua.deshmukh510@okhdfcbank
ACC02914,0.000212,6,5,1.0,1.0,1,5,809.414,0,yashica.zacharia690@kotak
ACC02915,0.000175,7,9,1.0,1.1111,1,9,533.1044,0,gagan.ram918@ibl
ACC02916,0.000355,13,7,1.0,1.0,1,7,1424.5614,0,sanaya.shan679@kotak
ACC02917,0.000119,9,15,1.0,1.0667,1,15,1133.9153,0,reyansh.shah217@oksbi
ACC02918,4.1e-05,3,11,1.0909,1.0909,2,11,2350.1218,0,kamya.nagy446@okicici
ACC02919,0.000141,6,4,1.0,1.0,1,4,514.095,0,shivani.parmar925@upi
ACC02920,0.000111,7,12,1.0,1.1667,1,12,1855.48,0,radha.kalla737@paytm
ACC02921,0.0002,12,8,1.0,1.0,1,8,1131.1638,0,aarav.sibal127@oksbi
ACC02922,7.8e-05,6,11,1.0,1.0909,1,11,882.2591,0,vedant.mall743@ibl
ACC02923,9.9e-05,7,16,1.0,1.25,1,16,1660.6738,0,mahika.mammen709@ybl
ACC02924,0.000132,6,14,1.0,1.0714,1,14,1157.4864,0,shivansh.karnik785@okhdfcbank
ACC02925,0.0001,3,7,1.0,1.0,1,7,1655.0314,0,aadhya.chhabra933@upi
ACC02926,0.000138,6,8,1.0,1.0,1,8,1964.4925,0,tanay.pathak448@okaxis
ACC02927,0.000247,12,10,1.0,1.0,1,10,1577.477,0,jagvi.natarajan119@paytm
ACC02928,8.3e-05,6,7,1.0,1.0,1,7,1784.4757,0,aachal.radhakrishnan92@ybl
ACC02929,0.000196,11,6,1.0,1.0,1,6,2239.875,0,warinder.dyal763@okhdfcbank
ACC02930,9e-05,4,8,1.0,1.125,1,8,978.4488,0,yamini.chaudry131@ybl
ACC02931,0.000293,10,9,1.0,1.0,1,9,563.3567,0,aishani.bassi755@okicici
ACC02932,7.1e-05,7,9,1.0,1.1111,1,9,1048.1756,0,mugdha.brar605@kotak
ACC02933,0.000138,11,10,1.0,1.1,1,10,2189.158,0,panini.bava398@upi
ACC02934,0.000214,11,12,1.0,1.25,1,12,1889.8983,0,aahana.bains374@oksbi
ACC02935,0.000165,15,9,1.0,1.0,1,9,1221.8567,0,anya.chaudhuri617@okaxis
ACC02936,0.00018,13,4,1.0,1.0,1,4,1033.0025,0,akshay.sanghvi10@kotak
ACC02937,0.000171,10,9,1.0,1.0,1,9,678.7089,0,zinal.raval149@paytm
ACC02938,9.8e-05,7,5,1.0,1.0,1,5,431.828,0,lakshmi.kari697@ibl
ACC02939,0.000112,7,7,1.0,1.0,1,7,1307.4614,0,ojasvi.mishra291@oksbi
ACC02940,0.000158,7,8,1.0,1.0,1,8,847.7738,0,isaac.brahmbhatt328@paytm
ACC02941,0.000227,7,7,1.0,1.0,1,7,821.7286,0,varenya.bhasin127@paytm
ACC02942,0.000181,9,18,1.1111,1.1667,2,18,758.1167,0,ucchal.goel647@okaxis
ACC02943,0.000212,14,10,1.0,1.1,1,10,1087.148,0,rajeshri.kashyap722@upi
ACC02944,0.000228,7,14,1.0,1.0714,1,14,1657.0243,0,nidra.dyal342@oksbi
ACC02945,0.000452,8,5,1.0,1.0,1,5,2017.982,0,sara.yadav751@okaxis
ACC02946,0.000204,11,14,1.0,1.1333,1,15,1344.8773,0,banjeet.krishnan795@oksbi
ACC02947,0.000175,14,7,1.0,1.0,1,7,774.3057,0,pranav.dubey402@paytm
ACC02948,8.3e-05,5,4,1.0,1.0,1,4,2049.8025,0,meera.gokhale562@upi
ACC02949,0.000199,10,10,1.0,1.1,1,10,1121.409,0,raagini.johal695@ibl
ACC02950,0.000442,13,13,1.0,1.1538,1,13,470.6346,0,balveer.varughese401@upi
ACC02951,0.000148,9,15,1.0,1.2,1,15,736.818,0,indrajit.goswami745@paytm
ACC02952,4.6e-05,5,13,1.0769,1.1538,2,13,858.2654,0,hamsini.varkey946@okaxis
ACC02953,0.000424,19,11,1.0,1.1818,1,11,1520.7009,0,ishaan.mitter100@oksbi
ACC02954,0.000209,13,9,1.0,1.0,1,9,3705.7078,0,zashil.johal811@okicici
ACC02955,0.000312,6,9,1.0,1.0,1,9,1884.4033,0,aayush.bhandari671@oksbi
ACC02956,0.000189,9,9,1.0,1.3333,1,9,1033.8778,0,upma.menon453@ibl
ACC02957,0.000352,17,8,1.0,1.125,1,8,1336.46,0,balveer.ben215@okaxis
ACC02958,0.000172,8,13,1.0,1.0,1,13,649.0623,0,nandini.din667@okicici
ACC02959,0.000167,8,9,1.0,1.0,1,9,997.5067,0,januja.sur877@okhdfcbank
ACC02960,0.00012,6,8,1.0,1.125,1,8,750.0438,0,harsh.rout974@upi
ACC02961,0.000134,7,7,1.0,1.1429,1,7,779.7414,0,faras.nagy99@ybl
ACC02962,0.000127,11,11,1.0,1.2727,1,11,832.2945,0,pooja.kohli968@okicici
ACC02963,0.000256,8,9,1.0,1.1111,1,9,1300.4556,0,ryan.bahl666@ybl
ACC02964,0.0002,11,10,1.1,1.1,2,10,884.229,0,raksha.bahri994@oksbi
ACC02965,0.000302,8,15,1.0,1.0667,1,15,1868.5127,0,vidhi.ratti35@okhdfcbank
ACC02966,0.000268,17,9,1.0,1.0,1,9,707.7522,0,vinaya.guha501@paytm
ACC02967,0.000119,7,6,1.0,1.0,1,6,1762.1533,0,urishilla.bora669@upi
ACC02968,0.000173,13,13,1.0,1.0769,1,13,1054.5515,0,nisha.pau475@upi
ACC02969,0.000349,12,7,1.0,1.1429,1,7,2601.1271,0,baljiwan.kapur669@ibl
ACC02970,0.000137,7,4,1.0,1.0,1,4,429.88,0,bhavani.sood123@okhdfcbank
ACC02971,0.000152,12,11,1.0,1.0909,1,11,989.0309,0,aashi.kapur501@kotak
